id,japanese_name,scientific_name,order_name_ja,order_name_en,family_name_ja,family_name_en,genus_name,species_name,subspecies_name,distribution,note
1495,ウスバミスジエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Hypomecis,punctinalis,conferenda,北海道、本州、伊豆大島、四国、九州、対馬、屋久島,
1496,アマミミスジエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Hypomecis,yuwanina,,奄美大島、徳之島,
1497,ヒメミスジエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Hypomecis,kuriligena,,北海道、本州,
1498,ソトシロオビエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Calicha,ornataria,,北海道、本州、四国、九州,
1499,クロオオモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Microcalicha,fumosaria,fumosaria,北海道、本州、四国、九州,
1500,シタクモエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Microcalicha,sordida,,北海道、本州、四国、九州、対馬、屋久島,
1501,ヒロバウスアオエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Paradarisa,chloauges,kurosawai,本州、四国、九州、対馬、屋久島,
1502,ウスチャトビモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Psilalcis,breta,postmaculata,九州、種子島、屋久島,
1503,マエモンキエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterarmia,costipunctaria,,北海道、本州、伊豆諸島、四国、九州,
1504,ナミガタエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterarmia,charon,charon,北海道、本州、四国、九州、対馬,
1505,ニセオレクギエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Protoboarmia,faustinata,,北海道、本州、四国、九州,
1506,ウスグロナミエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Phanerothyris,sinearia,noctivolans,北海道、本州、四国、九州,
1507,キバネトビスジエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Myrioblephara,cilicornaria,,北海道、本州、九州,
1508,シロモンキエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Parectropis,similaria,japonica,北海道、本州、四国、九州,
1509,コケヒメエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Dischidesia,kurokoi,,四国、九州,
1510,コウノエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Elophos,vittaria,kononis,北海道,
1511,チャノウンモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Jankowskia,fuscaria,naitoi,奄美大島、沖縄島,
1512,トビネオオエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Phthonosema,invenustaria,invenustaria,北海道、本州、四国、九州,
1513,シロスジオオエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xandrames,latiferaria,recondita,石垣島、西表島,
1514,ユワンオオエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Amblychia,yuwanina,,奄美大島,
1515,コツマキウスグロエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scionomia,parasinuosa,,北海道、本州、四国、九州,
1516,ヒロバフユエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Larerannis,miracula,,本州、九州,
1517,ナカジマフユエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Larerannis,nakajimai,,本州、四国、九州,
1518,オオチャバネフユエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Erannis,gigantea,,北海道、本州、四国,
1519,チャオビフユエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Phigaliohybernia,fulvinfula,,本州、四国、九州,
1520,ウスシモフリトゲエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Phigalia,djakonovi,,北海道、本州,
1521,アシズリエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Megabiston,ashizuriensis,,四国、九州、屋久島、奄美大島、徳之島、沖縄島,
1522,チャオビトビモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Biston,strataria,hasegawai,北海道、本州,
1523,トビモンオオエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Biston,robustum,ryukyuense,南西諸島,
1524,ウスズミエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Lassaba,fuliginosa,,奄美大島、徳之島、沖縄島,
1525,ナンカイキイロエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Doratoptera,amabilis,,四国、九州、種子島、屋久島、奄美大島、沖縄島,
1526,スモモエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Angerona,prunaria,turbata,北海道、本州、四国,
1527,ミヤタツマトビキエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Bizia,akiramiyatai,,九州,
1528,ハスオビカバエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Pseudaspilates,obliquizona,,本州,
1529,クロモンキリバエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Psyra,bluethgeni,,本州、四国、九州,
1530,ミスジキリバエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Psyra,boarmiata,subcuneata,北海道、本州、四国,
1531,シロモンクロエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Proteostrenia,leda,,北海道、本州、四国、九州,
1532,モンキクロエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Proteostrenia,pica,,北海道、本州、四国、九州,
1533,マエキトビエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Nothomiza,formosa,,北海道、本州、四国、九州,
1534,ウスグロノコバエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Odontopera,bidentata,harutai,北海道、本州、四国,
1535,エグリヅマエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Odontopera,arida,melancholica,伊豆諸島,
1536,オガサワラエグリヅマエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Odontopera,ogasawarensis,,小笠原（母島）,
1537,タンチャメノコメエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Acrodontis,tanchame,,奄美大島、徳之島、沖縄島,
1538,マダラノコメエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Acrodontis,yazakii,,奄美大島、沖縄島,
1539,コガタツマキリエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xerodes,sordidata,,南西諸島,
1540,テンモンチビエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Ocoelophora,lentiginosaria,lentiginosaria,北海道、本州、四国、九州、対馬,
1541,ウスムラサキエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Selenia,adustaria,,北海道、本州、四国、九州,
1542,コガタイチモジエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Agaraeus,parva,distans,北海道、本州、四国、九州,
1543,ナシモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Garaeus,mirandus,minimus,対馬,
1544,ナシモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Garaeus,mirandus,mirandus,本州、四国、九州,
1545,ナシモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Garaeus,mirandus,mirificus,北海道,
1546,ツマキリエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Endropiodes,abjecta,abjecta,北海道、本州、四国、九州、対馬,
1547,ツツジツマキリエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Endropiodes,circumflexa,,本州、四国、九州,
1548,コナフキエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Plagodis,pulveraria,japonica,本州、四国、九州,
1549,コナフキエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Plagodis,pulveraria,jezoensis,北海道,
1550,コナフキエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Plagodis,pulveraria,montana,本州高山帯,
1551,リョクモンエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Celenna,festivaria,manifesta,種子島、屋久島、奄美大島、南西諸島,
1552,フタマエホシエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Achrosis,paupera,,北海道、本州、四国、九州,
1553,ベニスジエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterolocha,stulta,,北海道、本州、四国、九州,
1554,ウラモントガリエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Hypoxystis,mandli,uniformis,北海道,
1555,フトスジツバメエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Ourapteryx,japonica,,北海道、本州、四国、九州,
1556,ウスキツバメエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Ourapteryx,nivea,,北海道、本州、伊豆諸島、四国、九州、対馬、種子島、屋久島、南西諸島,
1557,ノムラツバメエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Ourapteryx,nomurai,,本州、四国、九州,
1558,コガタツバメエダシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Ourapteryx,obtusicauda,,北海道、本州、四国、九州,
1559,ユキムカエフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Alsophila,inouei,,北海道、本州,
1560,サクフウフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Alsophila,yanagitai,,九州,
1561,クロバネフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Alsophila,foedata,,本州,
1562,スジモンフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Alsophiloides,acroama,,本州、九州,
1563,ヤマウスバフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Inurois,nikkoensis,,北海道、本州,
1564,シュゼンジフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Inurois,kobayashii,,本州,
1565,アカウスバフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Inurois,minutulus,,伊豆諸島,
1566,フタスジフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Inurois,asahinai,,北海道、本州、四国、九州,
1567,クジュウフユシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Inurois,kyushuensis,,九州,
1568,エグリトガリシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Ozola,japonica,,本州、四国、九州、対馬、屋久島,
1569,アシブトチズモンアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Agathia,visenda,suzukii,伊豆諸島八丈島,
1570,マダラチズモンアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Agathia,lycaenaria,chizumon,四国南部、九州、種子島、屋久島、奄美大島、徳之島,
1571,マダラチズモンアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Agathia,lycaenaria,reducta,伊豆諸島,
1572,マダラチズモンアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Agathia,lycaenaria,samuelsoni,沖縄島、石垣島、西表島,
1573,マダラチズモンアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Agathia,lycaenaria,subreducta,九州,
1574,オガサワラチズモンアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Agathia,ichnospora,,小笠原諸島,
1575,アトヘリアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Aracima,muscosa,muscosa,北海道、本州、四国、九州,
1576,ヒメカギバアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Mixochlora,vittata,prasina,本州、伊豆大島、四国、九州、対馬、屋久島,
1577,オオシロオビアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Geometra,papilionaria,subrigua,北海道、本州、四国、九州,
1578,チビサザナミシロアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Pelagodes,ogasawarensis,,小笠原諸島,
1579,ヒメナミガタアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Jodis,placida,,本州,
1580,ウスキヒメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Jodis,urosticta,,本州、伊豆諸島、四国、九州、屋久島,
1581,スカシヒメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Jodis,amamiensis,,本州、四国、奄美大島、徳之島、沖縄島,
1582,ズグロツバメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Maxates,fuscofrons,,北海道、本州、四国、九州、奄美大島,
1583,サキシマツバメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Maxates,versicauda,microptera,南西諸島,
1584,スジツバメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Aoshakuna,lucia,lucia,北海道、本州、四国,
1585,ハラアカヒメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Hemithea,stictochila,,本州、四国、九州、屋久島,
1586,ヒメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idiochlora,takahashii,,北海道、本州、四国、九州,
1587,アマミヨツモンアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Comibaena,insulana,,奄美大島、沖縄島,
1588,コヨツメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Comostola,subtiliaria,insulata,伊豆諸島,
1589,コヨツメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Comostola,subtiliaria,kawazoei,南西諸島,
1590,コヨツメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Comostola,subtiliaria,nympha,北海道、本州、四国、九州、対馬、屋久島、トカラ列島,
1591,アカホシヒメアオシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Comostola,rubripunctata,,本州、四国、九州、対馬、屋久島、奄美大島、沖縄島、宮古島,
1592,シロモンアオヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Dithecodes,erasa,,本州、四国、九州,
1593,サキシマベニスジヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Timandra,sakishimensis,,沖縄島、石垣島,
1594,ウンモンオオシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Somatina,indicataria,morosa,北海道、本州、四国、九州、対馬、屋久島,
1595,コヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,virgulata,albicans,本州,
1596,マエキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,nigropunctata,imbella,本州、四国、九州、対馬,
1597,マエキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,nigropunctata,subimbella,北海道,
1598,タカオシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,takao,,北海道、本州、四国、九州,
1599,スミレシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,umbelaria,majoraria,本州、九州,
1600,サカハチヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,hanna,,本州、伊豆諸島、九州、沖永良部島,
1601,チビシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,kawabei,,本州、石垣島、西表島,
1602,ハイイロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,impersonata,macescens,北海道、本州、四国、九州、種子島,
1603,ハスジトガリヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,ichinosawana,honshuensis,本州,
1604,フチグロシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,ornata,subornata,本州、九州,
1605,オオクロテンヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,praesignipuncta,,沖縄島,
1606,サツマヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,satsumaria,satsumaria,本州、四国、九州、対馬、屋久島、奄美大島、沖縄島、西表島,
1607,キスジシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,asthena,,北海道、本州,
1608,シベチャシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,supernivearia,,北海道,
1609,マルバヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,duplinupta,,北海道、本州,
1610,ヤスジマルバヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,floslactata,claudata,北海道、本州、四国、九州,
1611,アメイロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,tenuisocius,,北海道、本州,
1612,サザナミシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,nupta,,北海道、本州,
1613,ウスウラナミヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,longicerata,,本州、九州,
1614,ウスサカハチヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,semignobilis,,本州、四国、九州、屋久島,
1615,ミチノクヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,michinoku,,本州,
1616,クリームヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,gilva,,本州、九州、屋久島、奄美大島,
1617,ギンバネヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,epiorrhoe,,本州、伊豆諸島、四国、九州、対馬、種子島、屋久島、南西諸島,
1618,シモフリシロヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,coniaria,,九州、屋久島、南西諸島,
1619,オキナワトガリヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Scopula,anisopleura,,沖縄島,
1620,マエベニヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,obliteraria,,本州、四国、九州、種子島、屋久島,
1621,コフチベニヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,okinawensis,,沖縄島,
1622,ホソスジキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,remissa,,北海道、本州、四国、九州、対馬,
1623,オオウスモンキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,imbecilla,,北海道、本州、四国、九州、対馬、屋久島,
1624,オイワケヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,invalida,faceta,伊豆諸島,
1625,チビキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,neovalida,,本州、四国、九州、対馬、屋久島、南西諸島,
1626,サキシマキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,contravalida,,南西諸島,
1627,クロモンチビヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,crassipuncta,,本州、南西諸島,
1628,ツシマキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,paravalida,,対馬,
1629,タナカヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,tanakai,,本州,
1630,エゾキヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,aversata,japonica,北海道、利尻島,
1631,アトベニヒメシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Idaea,postrubra,,西表島,
1632,ツマアカナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Aplocera,perelegans,kurilata,北海道,
1633,ツマアカナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Aplocera,perelegans,perelegans,本州,
1634,シロオビコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Neopachrophilla,albida,,本州、四国,
1635,ハネナガコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,polycommata,anna,北海道,
1636,ハイイロコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,ignorata,,北海道、本州、四国、九州,
1637,ヒメシタコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,microloba,,本州、四国、九州、対馬,
1638,クロシタコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,misera,,北海道、本州,
1639,チャマダラコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,nagaii,,本州、四国、九州,
1640,ウスオビコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,incerta,,本州、四国、九州,
1641,ウスミドリコバネナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,miracula,,北海道、本州、四国、九州,
1642,ホソクロオビシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopteryx,auricilla,,本州、四国,
1643,アカモンナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichopterigia,costipunctaria,,本州、四国、九州,
1644,シロシタヒメナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Lobophora,halterata,ijimai,北海道、本州,
1645,クロフシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Otoplecta,frigida,,北海道、本州、四国、九州,
1646,ゴマダラシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Naxidia,maculata,,北海道、本州、四国、九州,
1647,ヒメゴマダラシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Naxidia,semiobscura,,九州,
1648,ヒロバトガリナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Carige,irrorata,,本州、四国、九州,
1649,ウスキクロスジナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Carige,obsoleta,,沖縄島,
1650,シラフシロオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Trichodezia,kindermanni,latifaciaria,北海道、本州、伊豆諸島、四国、九州,
1651,シロホソオビクロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Baptria,tibiale,aterrima,北海道、本州,
1652,ウスクモナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterophleps,fusca,amamiensis,奄美大島,
1653,ウスクモナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterophleps,fusca,fusca,本州、四国、九州,
1654,サキシマウスクモナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterophleps,endoi,,西表島,
1655,ミツボシナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterophleps,pallescens,,本州、四国、九州,
1656,コウスグモナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterophleps,confusa,confusa,北海道、本州、四国、九州,
1657,チャホシホソバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Brabira,kasaii,,本州,
1658,ヒゲブトナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Sauris,nanaria,,本州、四国、九州,
1659,マダラヒゲブトナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Episteira,eupena,,本州、四国、九州、種子島、屋久島、奄美大島、沖縄島,
1660,クロモンミヤマナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,fluctuata,malleola,北海道、本州,
1661,キアシシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,abraxina,abraxina,本州,
1662,ヨスジナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,quadrifasciata,ignobilis,北海道、本州、四国、九州,
1663,キタミナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,separata,,北海道,
1664,アカマダラシマナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,dentipostmediana,,北海道、本州,
1665,ハングロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,semilactescens,,本州、四国、九州,
1666,ナカシロスジナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,biriviata,angularia,北海道、本州、四国、九州,
1667,ナカクロオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Xanthorhoe,purpureofascia,,北海道、本州,
1668,シラナミナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Glaucorhoe,unduliferaria,unduliferaria,北海道、本州,
1669,ハチノジクロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Pseudobaptria,corydalaria,japonica,本州、四国、九州,
1670,ニッコウナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Amoebotricha,grataria,,北海道、本州、四国、九州,
1671,キンオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Electrophaes,corylata,granitalis,北海道、本州、四国、九州,
1672,ヒメキンオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Electrophaes,recens,,北海道、本州、四国、九州,
1673,ヒトスジシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Epirrhoe,hastulata,echigoensis,本州,
1674,フタシロスジナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Epirrhoe,supergressa,supergressa,北海道、本州、四国、九州、対馬,
1675,サザナミナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Entephria,caesiata,nebulosa,本州,
1676,ヤナギナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Hydriomena,furcata,nexifasciata,北海道、本州,
1677,ヒロオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Hydriomena,impluviata,insulata,北海道、本州、四国、九州,
1678,マエモンオオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Triphosa,sericata,sericata,北海道、本州、四国、九州、対馬,
1679,シロモンオオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Rheumaptera,albiplaga,latiplaga,本州,
1680,オイワケヤエナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Rheumaptera,latifasciaria,,本州,
1681,エゾヤエナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Philereme,corrugata,,北海道、本州、九州,
1682,オオネグロウスベニナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Photoscotosia,lucicolens,,北海道、本州、四国、九州、屋久島,
1683,テンヅマナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Telenomeuta,punctimarginaria,punctimarginata,北海道、本州、四国、九州、屋久島,
1684,オオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gandaritis,maculata,,北海道、本州、四国、九州,
1685,キベリシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gandaritis,placida,,北海道、本州、四国、九州、屋久島,
1686,ツマキシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gandaritis,whitelyi,whitelyi,北海道,
1687,キガシラオオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gandaritis,agnes,agnes,本州、四国、九州,
1688,フトシロオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Callabraxas,tokunoshimaensis,,奄美大島、徳之島,
1689,キジマソトグロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eulithis,pyropata,elegans,北海道,
1690,キジマソトグロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eulithis,pyropata,sugitanii,本州、四国、九州,
1691,ハガタナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eustroma,melancholica,melancholica,北海道、本州、四国、九州、屋久島、奄美大島,
1692,ホソスジナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Lobogonodes,complicata,complicata,本州、伊豆諸島、四国、九州、屋久島,
1693,キホソスジナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Lobogonodes,erectaria,,北海道、本州、四国、九州、対馬、屋久島,
